Datetime,AEP,DAYTON,DOM,DUQ,PJME,PJMW,PJM_HOURLY_EST
2006-06-10T13:00:00Z,14326,1841,10343,1528,29460,4759,14326
2006-06-10T14:00:00Z,14254,1795,10399,1509,29085,4704,14254
2006-06-10T15:00:00Z,14128,1780,10479,1489,28800,4633,14128
2006-06-10T16:00:00Z,14011,1781,10661,1502,28513,4615,14011
2006-06-10T17:00:00Z,13993,1732,10736,1511,28568,4636,13993
2006-06-10T18:00:00Z,14003,1714,10864,1513,28595,4647,14003
2006-06-10T19:00:00Z,13765,1694,10662,1470,28357,4616,13765
2006-06-10T20:00:00Z,13649,1673,10283,1430,28038,4576,13649
2006-06-10T21:00:00Z,13539,1636,10193,1436,28320,4567,13539
2006-06-10T22:00:00Z,13802,1716,10223,1465,28842,4659,13802
2006-06-10T23:00:00Z,13344,1625,9586,1400,27261,4446,13344
2006-06-11T00:00:00Z,12432,1549,8692,1314,25089,4106,12432
2006-06-11T01:00:00Z,11677,1445,7947,1229,23222,3809,11677
2006-06-11T02:00:00Z,11218,1371,7423,1177,21948,3663,11218
2006-06-11T03:00:00Z,10975,1336,7079,1137,21247,3539,10975
2006-06-11T04:00:00Z,10842,1315,6949,1132,20758,3502,10842
2006-06-11T05:00:00Z,10694,1313,6794,1127,20656,3575,10694
2006-06-11T06:00:00Z,10647,1331,6839,1131,20453,3578,10647
2006-06-11T07:00:00Z,10682,1322,6838,1125,20767,3550,10682
2006-06-11T08:00:00Z,11133,1382,7354,1169,22122,3787,11133
2006-06-11T09:00:00Z,11870,1487,8011,1250,24075,4090,11870
2006-06-11T10:00:00Z,12469,1561,8624,1322,25720,4302,12469
2006-06-11T11:00:00Z,12741,1635,9069,1363,26792,4377,12741
2006-06-11T12:00:00Z,13011,1675,9339,1410,27292,4454,13011
2006-06-11T13:00:00Z,13263,1687,9542,1430,27573,4511,13263
2006-06-11T14:00:00Z,13401,1683,9759,1410,27534,4520,13401
2006-06-11T15:00:00Z,13486,1666,9959,1437,27496,4457,13486
2006-06-11T16:00:00Z,13504,1649,10078,1453,27639,4505,13504
2006-06-11T17:00:00Z,13683,1663,10255,1471,28098,4547,13683
2006-06-11T18:00:00Z,13804,1681,10493,1467,28525,4621,13804
2006-06-11T19:00:00Z,13695,1692,10522,1442,28519,4535,13695
2006-06-11T20:00:00Z,13718,1695,10363,1427,28455,4582,13718
2006-06-11T21:00:00Z,13907,1728,10495,1473,29337,4683,13907
2006-06-11T22:00:00Z,14397,1789,10518,1544,29988,4786,14397
2006-06-11T23:00:00Z,13774,1746,9716,1495,28038,4591,13774
2006-06-12T00:00:00Z,13035,1643,8631,1383,25589,4302,13035
2006-06-12T01:00:00Z,12358,1552,7886,1309,23625,4029,12358
2006-06-12T02:00:00Z,11908,1501,7494,1261,22546,3879,11908
2006-06-12T03:00:00Z,11561,1474,7301,1217,22014,3866,11561
2006-06-12T04:00:00Z,11550,1472,7217,1224,21776,3851,11550
2006-06-12T05:00:00Z,11740,1507,7293,1203,22371,3955,11740
2006-06-12T06:00:00Z,12399,1613,7880,1297,23848,4186,12399
2006-06-12T07:00:00Z,13168,1757,8908,1363,26707,4560,13168
2006-06-12T08:00:00Z,14219,1914,9522,1471,29566,4856,14219
2006-06-12T09:00:00Z,15069,2042,9822,1550,31205,5075,15069
2006-06-12T10:00:00Z,15537,2109,10058,1622,32260,5207,15537
2006-06-12T11:00:00Z,16012,2172,10237,1680,33014,5331,16012
2006-06-12T12:00:00Z,16163,2216,10307,1709,33466,5416,16163
2006-06-12T13:00:00Z,16328,2233,10265,1724,33734,5407,16328
2006-06-12T14:00:00Z,16525,2259,10311,1752,33942,5524,16525
2006-06-12T15:00:00Z,16496,2252,10443,1751,33987,5480,16496
2006-06-12T16:00:00Z,16448,2233,10474,1745,34102,5490,16448
2006-06-12T17:00:00Z,16366,2217,10636,1726,34190,5513,16366
2006-06-12T18:00:00Z,16175,2192,10680,1678,34081,5554,16175
2006-06-12T19:00:00Z,15866,2154,10631,1632,33452,5456,15866
2006-06-12T20:00:00Z,15692,2096,10431,1619,32823,5388,15692
2006-06-12T21:00:00Z,15629,2067,10384,1625,33279,5401,15629
2006-06-12T22:00:00Z,16004,2130,10284,1659,33134,5508,16004
2006-06-12T23:00:00Z,15258,2053,9396,1555,30529,5147,15258
2006-06-13T00:00:00Z,14002,1857,8345,1458,27395,4705,14002
2006-06-13T01:00:00Z,13026,1715,7614,1386,25172,4373,13026
2006-06-13T02:00:00Z,12531,1630,7237,1287,23896,4206,12531
2006-06-13T03:00:00Z,12093,1567,6998,1280,23120,4101,12093
2006-06-13T04:00:00Z,11914,1554,6808,1268,22781,4109,11914
2006-06-13T05:00:00Z,12154,1556,6989,1263,23109,4144,12154
2006-06-13T06:00:00Z,12607,1656,7499,1332,24440,4407,12607
2006-06-13T07:00:00Z,13498,1769,8379,1431,27199,4705,13498
2006-06-13T08:00:00Z,14413,1940,9177,1539,30243,5043,14413
2006-06-13T09:00:00Z,15043,2046,9607,1604,32189,5283,15043
2006-06-13T10:00:00Z,15496,2138,9997,1702,33615,5443,15496
2006-06-13T11:00:00Z,16048,2206,10425,1761,34761,5576,16048
2006-06-13T12:00:00Z,16298,2259,10807,1793,35809,5671,16298
2006-06-13T13:00:00Z,16557,2288,11143,1858,36472,5771,16557
2006-06-13T14:00:00Z,16769,2324,11571,1895,37213,5855,16769
2006-06-13T15:00:00Z,16808,2327,11958,1884,37928,5941,16808
2006-06-13T16:00:00Z,16970,2318,12333,1893,38511,6019,16970
2006-06-13T17:00:00Z,17006,2301,12650,1878,39153,6042,17006
2006-06-13T18:00:00Z,17006,2296,12701,1867,39198,6045,17006
2006-06-13T19:00:00Z,16750,2252,12437,1813,38313,6007,16750
2006-06-13T20:00:00Z,16433,2204,11990,1775,37320,5884,16433
2006-06-13T21:00:00Z,16275,2189,11812,1733,36996,5757,16275
2006-06-13T22:00:00Z,16569,2221,11681,1776,36898,5879,16569
2006-06-13T23:00:00Z,15928,2144,10652,1679,33970,5492,15928
2006-06-14T00:00:00Z,14614,1931,9412,1564,30432,5023,14614
2006-06-14T01:00:00Z,13588,1771,8446,1464,27736,4571,13588
2006-06-14T02:00:00Z,12856,1670,7984,1365,26029,4389,12856
2006-06-14T03:00:00Z,12381,1600,7693,1296,25050,4288,12381
2006-06-14T04:00:00Z,12258,1573,7524,1320,24587,4165,12258
2006-06-14T05:00:00Z,12346,1586,7635,1341,24775,4253,12346
2006-06-14T06:00:00Z,12845,1680,8189,1433,26052,4449,12845
2006-06-14T07:00:00Z,13566,1776,9101,1477,28717,4713,13566
2006-06-14T08:00:00Z,14538,1982,9857,1610,31837,5002,14538
2006-06-14T09:00:00Z,15262,2097,10240,1729,33935,5259,15262
2006-06-14T10:00:00Z,15743,2203,10482,1836,35305,5477,15743
2006-06-14T11:00:00Z,16353,2283,10613,1888,36627,5608,16353
2006-06-14T12:00:00Z,16803,2358,10789,1922,37496,5774,16803
2006-06-14T13:00:00Z,16950,2398,10755,1962,38042,5917,16950
2006-06-14T14:00:00Z,17262,2442,10818,2006,38343,6000,17262
2006-06-14T15:00:00Z,17464,2473,10744,2016,38179,5950,17464
2006-06-14T16:00:00Z,17570,2467,10777,2018,38195,5937,17570
2006-06-14T17:00:00Z,17500,2477,10839,1975,37728,5927,17500
2006-06-14T18:00:00Z,17434,2466,10873,1942,36923,5872,17434
2006-06-14T19:00:00Z,17103,2421,10681,1864,35786,5803,17103
2006-06-14T20:00:00Z,16618,2375,10564,1796,35241,5722,16618
2006-06-14T21:00:00Z,16452,2308,10687,1758,35416,5738,16452
2006-06-14T22:00:00Z,16617,2341,10607,1789,34816,5761,16617
2006-06-14T23:00:00Z,15806,2236,9750,1675,32051,5362,15806
2006-06-15T00:00:00Z,14426,2020,8745,1514,29012,4897,14426
2006-06-15T01:00:00Z,13287,1841,8002,1419,26763,4532,13287
2006-06-15T02:00:00Z,12621,1733,7548,1351,25333,4276,12621
2006-06-15T03:00:00Z,12126,1669,7331,1310,24405,4166,12126
2006-06-15T04:00:00Z,12151,1621,7196,1276,24033,4129,12151
2006-06-15T05:00:00Z,12194,1643,7325,1289,24280,4175,12194
2006-06-15T06:00:00Z,12695,1734,7845,1345,25606,4337,12695
2006-06-15T07:00:00Z,13548,1866,8662,1400,28180,4646,13548
2006-06-15T08:00:00Z,14567,2025,9520,1532,31160,5007,14567
2006-06-15T09:00:00Z,15268,2150,10164,1670,33255,5261,15268
2006-06-15T10:00:00Z,15905,2254,10625,1754,34653,5458,15905
2006-06-15T11:00:00Z,16463,2341,11136,1836,35894,5667,16463
2006-06-15T12:00:00Z,16840,2394,11459,1906,36768,5768,16840
2006-06-15T13:00:00Z,17228,2452,11736,1928,37317,5851,17228
2006-06-15T14:00:00Z,17630,2505,12057,1945,37903,5921,17630
2006-06-15T15:00:00Z,17883,2535,12385,1947,38168,5988,17883
2006-06-15T16:00:00Z,18023,2549,12700,1981,38468,6035,18023
2006-06-15T17:00:00Z,18297,2583,13027,2004,38646,6096,18297
2006-06-15T18:00:00Z,18182,2575,13049,1965,38381,6076,18182
2006-06-15T19:00:00Z,17894,2543,12790,1907,37261,5994,17894
2006-06-15T20:00:00Z,17411,2467,12276,1870,36054,5844,17411
2006-06-15T21:00:00Z,17088,2425,11780,1765,35594,5760,17088
2006-06-15T22:00:00Z,17082,2439,11574,1781,35452,5799,17082
2006-06-15T23:00:00Z,16436,2325,10551,1689,32724,5326,16436
2006-06-16T00:00:00Z,15034,2108,9286,1562,29388,4755,15034
2006-06-16T01:00:00Z,13750,1924,8271,1426,26561,4379,13750
2006-06-16T02:00:00Z,13223,1799,7771,1367,25036,4188,13223
2006-06-16T03:00:00Z,12722,1755,7433,1285,24100,4045,12722
2006-06-16T04:00:00Z,12453,1657,7226,1264,23548,3987,12453
2006-06-16T05:00:00Z,12409,1666,7310,1294,23764,4049,12409
2006-06-16T06:00:00Z,12960,1741,7722,1316,24874,4196,12960
2006-06-16T07:00:00Z,13719,1869,8465,1393,27369,4461,13719
2006-06-16T08:00:00Z,14656,2039,9367,1548,30588,4844,14656
2006-06-16T09:00:00Z,15413,2175,10154,1663,33121,5084,15413
2006-06-16T10:00:00Z,16002,2290,10742,1762,34904,5349,16002
2006-06-16T11:00:00Z,16744,2410,11363,1848,36487,5578,16744
2006-06-16T12:00:00Z,17401,2494,11834,1914,37775,5720,17401
2006-06-16T13:00:00Z,18081,2578,12218,1966,38558,5843,18081
2006-06-16T14:00:00Z,18706,2655,12597,1994,39448,5982,18706
2006-06-16T15:00:00Z,19083,2718,12944,2019,40096,6060,19083
2006-06-16T16:00:00Z,19340,2745,13276,2084,40722,6101,19340
2006-06-16T17:00:00Z,19489,2784,13525,2080,41277,6237,19489
2006-06-16T18:00:00Z,19525,2779,13549,2064,41205,6213,19525
2006-06-16T19:00:00Z,19263,2730,13133,1965,40066,6163,19263
2006-06-16T20:00:00Z,18550,2653,12517,1897,38368,5942,18550
2006-06-16T21:00:00Z,17973,2549,11909,1836,37148,5748,17973
2006-06-16T22:00:00Z,17782,2544,11595,1839,36605,5722,17782
2006-06-16T23:00:00Z,17010,2406,10645,1728,33921,5335,17010
2006-06-17T00:00:00Z,15467,2168,9524,1587,30698,4816,15467
2006-06-17T01:00:00Z,14166,1946,8589,1480,28052,4373,14166
2006-06-17T02:00:00Z,13371,1787,7890,1383,26149,4104,13371
2006-06-17T03:00:00Z,12573,1672,7552,1326,24847,3941,12573
2006-06-17T04:00:00Z,12285,1605,7322,1280,24073,3835,12285
2006-06-17T05:00:00Z,12024,1576,7255,1288,23719,3839,12024
2006-06-17T06:00:00Z,11990,1585,7302,1289,23733,3914,11990
2006-06-17T07:00:00Z,12081,1593,7494,1324,24441,3988,12081
2006-06-17T08:00:00Z,12741,1703,8266,1399,26640,4268,12741
2006-06-17T09:00:00Z,14077,1882,9321,1524,29514,4626,14077
2006-06-17T10:00:00Z,15026,2056,10308,1651,32032,5018,15026
2006-06-17T11:00:00Z,16049,2205,11200,1805,33929,5319,16049
2006-06-17T12:00:00Z,16881,2311,11963,1878,35369,5583,16881
2006-06-17T13:00:00Z,17584,2404,12569,1930,36404,5786,17584
2006-06-17T14:00:00Z,18233,2490,12978,1987,37227,5991,18233
2006-06-17T15:00:00Z,18728,2539,13383,2027,38059,6123,18728
2006-06-17T16:00:00Z,19029,2599,13764,2077,38946,6266,19029
2006-06-17T17:00:00Z,19400,2637,13994,2129,39623,6409,19400
2006-06-17T18:00:00Z,19456,2670,14059,2134,39797,6467,19456
2006-06-17T19:00:00Z,19202,2650,13790,2138,39114,6432,19202
2006-06-17T20:00:00Z,18774,2585,13282,2090,38022,6289,18774
2006-06-17T21:00:00Z,18276,2510,12880,2039,37469,6024,18276
2006-06-17T22:00:00Z,18044,2500,12622,2020,37597,6018,18044
2006-06-17T23:00:00Z,17350,2410,11698,1928,35436,5636,17350
2006-06-18T00:00:00Z,15852,2227,10561,1806,32523,5093,15852
2006-06-18T01:00:00Z,14661,2051,9557,1667,29973,4640,14661
2006-06-18T02:00:00Z,13820,1902,8783,1567,27877,4310,13820
2006-06-18T03:00:00Z,13117,1794,8259,1483,26373,4165,13117
2006-06-18T04:00:00Z,12749,1733,7930,1440,25490,4038,12749
2006-06-18T05:00:00Z,12384,1686,7741,1407,24884,3945,12384
2006-06-18T06:00:00Z,12242,1663,7671,1402,24490,3896,12242
2006-06-18T07:00:00Z,12128,1654,7681,1382,24692,3910,12128
2006-06-18T08:00:00Z,12734,1730,8434,1466,26781,4234,12734
2006-06-18T09:00:00Z,13932,1904,9597,1582,29935,4669,13932
2006-06-18T10:00:00Z,15068,2077,10837,1735,33467,5198,15068
2006-06-18T11:00:00Z,16075,2223,11951,1903,36613,5698,16075
2006-06-18T12:00:00Z,16966,2327,12866,2053,39584,6069,16966
2006-06-18T13:00:00Z,17630,2385,13591,2142,41524,6377,17630
2006-06-18T14:00:00Z,17991,2412,14098,2203,43191,6500,17991
2006-06-18T15:00:00Z,18284,2422,14501,2246,44325,6622,18284
2006-06-18T16:00:00Z,18432,2409,14845,2271,45337,6740,18432
2006-06-18T17:00:00Z,18506,2391,14988,2298,46027,6909,18506
2006-06-18T18:00:00Z,18429,2387,15072,2285,46179,6909,18429
2006-06-18T19:00:00Z,18092,2337,14779,2267,45509,6805,18092
2006-06-18T20:00:00Z,17641,2275,14240,2215,44431,6633,17641
2006-06-18T21:00:00Z,17429,2285,13890,2173,44088,6537,17429
2006-06-18T22:00:00Z,17772,2360,13659,2196,43987,6495,17772
2006-06-18T23:00:00Z,17046,2305,12581,2107,41245,6115,17046
2006-06-19T00:00:00Z,15806,2154,11232,1955,37486,5627,15806
2006-06-19T01:00:00Z,14699,1976,10169,1810,34359,5113,14699
2006-06-19T02:00:00Z,14020,1886,9398,1722,32176,4818,14020
2006-06-19T03:00:00Z,13457,1812,8953,1631,30661,4686,13457
2006-06-19T04:00:00Z,13154,1783,8681,1604,29803,4575,13154
2006-06-19T05:00:00Z,13208,1798,8664,1610,29589,4599,13208
2006-06-19T06:00:00Z,13789,1899,9108,1669,30599,4740,13789
2006-06-19T07:00:00Z,14669,2054,9750,1730,33296,5084,14669
2006-06-19T08:00:00Z,15761,2219,10691,1808,36960,5461,15761
2006-06-19T09:00:00Z,16587,2395,11594,1910,39952,5779,16587
2006-06-19T10:00:00Z,17344,2533,12377,1978,42440,6071,17344
2006-06-19T11:00:00Z,18293,2666,13199,2027,44896,6364,18293
2006-06-19T12:00:00Z,18957,2771,14020,2070,46876,6568,18957
2006-06-19T13:00:00Z,19514,2869,14583,2122,48393,6653,19514
2006-06-19T14:00:00Z,19903,2946,15174,2196,49629,6696,19903
2006-06-19T15:00:00Z,20183,2990,15626,2247,50587,6728,20183
2006-06-19T16:00:00Z,20302,2994,15738,2271,50746,6783,20302
2006-06-19T17:00:00Z,20389,2939,15673,2332,50183,6892,20389
2006-06-19T18:00:00Z,20021,2834,15488,2280,48859,6851,20021
2006-06-19T19:00:00Z,19629,2735,14891,2227,47116,6815,19629
2006-06-19T20:00:00Z,19064,2621,14298,2150,45226,6663,19064
2006-06-19T21:00:00Z,18365,2514,13908,2086,44267,6564,18365
2006-06-19T22:00:00Z,18178,2496,13515,2028,43181,6476,18178
2006-06-19T23:00:00Z,17121,2333,12309,1875,39665,5966,17121
2006-06-20T00:00:00Z,15640,2112,10939,1731,35838,5364,15640
2006-06-20T01:00:00Z,14357,1945,9909,1619,32995,4983,14357
2006-06-20T02:00:00Z,13582,1839,9229,1501,30919,4712,13582
2006-06-20T03:00:00Z,13018,1762,8893,1459,29602,4530,13018
2006-06-20T04:00:00Z,12723,1712,8593,1409,28828,4432,12723
2006-06-20T05:00:00Z,12663,1729,8627,1429,28883,4428,12663
2006-06-20T06:00:00Z,13289,1824,9006,1453,30068,4662,13289
2006-06-20T07:00:00Z,14035,1956,9755,1576,32688,4963,14035
2006-06-20T08:00:00Z,15046,2127,10670,1696,36015,5327,15046
2006-06-20T09:00:00Z,15958,2260,11472,1811,38119,5595,15958
2006-06-20T10:00:00Z,16832,2391,12285,1926,39873,5833,16832
2006-06-20T11:00:00Z,17630,2518,13140,1977,41579,6204,17630
2006-06-20T12:00:00Z,18243,2598,13794,2070,42658,6385,18243
2006-06-20T13:00:00Z,18801,2704,14275,2106,43534,6527,18801
2006-06-20T14:00:00Z,19384,2769,14746,2167,44796,6697,19384
2006-06-20T15:00:00Z,19740,2811,15188,2209,46062,6805,19740
2006-06-20T16:00:00Z,19970,2858,15567,2184,47040,6852,19970
2006-06-20T17:00:00Z,20047,2915,15823,2179,47627,6958,20047
2006-06-20T18:00:00Z,19972,2891,15835,2182,47450,6941,19972
2006-06-20T19:00:00Z,19508,2626,15555,2130,46080,6842,19508
2006-06-20T20:00:00Z,18940,2734,15003,2020,44333,6599,18940
2006-06-20T21:00:00Z,18508,2656,14442,1936,43093,6441,18508
2006-06-20T22:00:00Z,18502,2658,13998,1900,42477,6411,18502
2006-06-20T23:00:00Z,17366,2545,12650,1761,38866,5933,17366
2006-06-21T00:00:00Z,15838,2305,11148,1594,34889,5376,15838
2006-06-21T01:00:00Z,14575,2107,9978,1465,31658,4873,14575
2006-06-21T02:00:00Z,13767,1956,9235,1382,29590,4588,13767
2006-06-21T03:00:00Z,13176,1852,8725,1314,28247,4432,13176
2006-06-21T04:00:00Z,12894,1813,8504,1301,27428,4363,12894
2006-06-21T05:00:00Z,12954,1812,8470,1339,27391,4390,12954
2006-06-21T06:00:00Z,13420,1912,8778,1436,28363,4506,13420
2006-06-21T07:00:00Z,14306,2072,9546,1502,30923,4818,14306
2006-06-21T08:00:00Z,15241,2187,10543,1634,34269,5157,15241
2006-06-21T09:00:00Z,16037,2297,11535,1770,36907,5476,16037
2006-06-21T10:00:00Z,16648,2376,12477,1884,39197,5719,16648
2006-06-21T11:00:00Z,17358,2456,13340,1973,41218,6016,17358
2006-06-21T12:00:00Z,17909,2543,14135,2029,42827,6269,17909
2006-06-21T13:00:00Z,18396,2618,14788,2097,44122,6449,18396
2006-06-21T14:00:00Z,18896,2742,15219,2103,45438,6573,18896
2006-06-21T15:00:00Z,19278,2880,15506,2105,46354,6606,19278
2006-06-21T16:00:00Z,19585,2965,15745,2067,47200,6688,19585
2006-06-21T17:00:00Z,19924,3010,15869,2112,47779,6789,19924
2006-06-21T18:00:00Z,19943,3028,15916,2156,47483,6855,19943
2006-06-21T19:00:00Z,19835,3041,15652,2116,45851,6831,19835
2006-06-21T20:00:00Z,19507,2970,15120,2061,44206,6683,19507
2006-06-21T21:00:00Z,19177,2917,14576,2025,42909,6500,19177
2006-06-21T22:00:00Z,19214,2864,14190,2032,42205,6537,19214
2006-06-21T23:00:00Z,18144,2810,12920,1957,38822,6115,18144
2006-06-22T00:00:00Z,16592,2564,11487,1805,35067,5478,16592
2006-06-22T01:00:00Z,15285,2380,10399,1681,31975,5104,15285
2006-06-22T02:00:00Z,14591,2238,9675,1603,29900,4807,14591
2006-06-22T03:00:00Z,14033,2144,9211,1538,28740,4621,14033
2006-06-22T04:00:00Z,13755,2074,8903,1496,28121,4515,13755
2006-06-22T05:00:00Z,13739,2079,8895,1498,28314,4561,13739
2006-06-22T06:00:00Z,14178,2162,9340,1550,29665,4789,14178
2006-06-22T07:00:00Z,15108,2306,10083,1688,32416,5008,15108
2006-06-22T08:00:00Z,16262,2484,11010,1786,35850,5365,16262
2006-06-22T09:00:00Z,17407,2672,11931,1871,38050,5635,17407
2006-06-22T10:00:00Z,18535,2834,12754,1988,39771,5750,18535
2006-06-22T11:00:00Z,19789,3004,13586,2087,41444,6053,19789
2006-06-22T12:00:00Z,20901,3130,14363,2228,42898,6412,20901
2006-06-22T13:00:00Z,21732,3271,15255,2378,44776,6709,21732
2006-06-22T14:00:00Z,22135,3344,15992,2501,47068,7045,22135
2006-06-22T15:00:00Z,22112,3376,16521,2566,49098,7310,22112
2006-06-22T16:00:00Z,21700,3245,16892,2569,50738,7495,21700
2006-06-22T17:00:00Z,21264,3021,17233,2560,51952,7564,21264
2006-06-22T18:00:00Z,20377,2798,17256,2380,52041,7408,20377
2006-06-22T19:00:00Z,19867,2668,16967,2222,50977,7160,19867
2006-06-22T20:00:00Z,19369,2652,16511,2123,49282,6937,19369
2006-06-22T21:00:00Z,18936,2569,16098,2076,48334,6719,18936
2006-06-22T22:00:00Z,18801,2513,15737,2028,47135,6572,18801
2006-06-22T23:00:00Z,17726,2443,14451,1900,43214,6132,17726
2006-06-23T00:00:00Z,16182,2241,12750,1752,38987,5584,16182
2006-06-23T01:00:00Z,15006,2067,11423,1648,35501,5155,15006
2006-06-23T02:00:00Z,14142,1950,10547,1557,32802,4873,14142
2006-06-23T03:00:00Z,13595,1859,10041,1495,31393,4681,13595
2006-06-23T04:00:00Z,13370,1811,9727,1445,30314,4495,13370
2006-06-23T05:00:00Z,13377,1848,9556,1441,30186,4522,13377
2006-06-23T06:00:00Z,13827,1939,9949,1538,31382,4768,13827
2006-06-23T07:00:00Z,14518,2095,10590,1609,33535,5031,14518
2006-06-23T08:00:00Z,15526,2236,11463,1745,36864,5372,15526
2006-06-23T09:00:00Z,16142,2341,12437,1860,39613,5733,16142
2006-06-23T10:00:00Z,16679,2424,13427,1864,42024,5993,16679
2006-06-23T11:00:00Z,17410,2486,14184,1938,44283,6202,17410
2006-06-23T12:00:00Z,17886,2491,14756,1977,45795,6279,17886
2006-06-23T13:00:00Z,18194,2503,15121,2028,46722,6310,18194
2006-06-23T14:00:00Z,18646,2532,15318,2029,47830,6320,18646
2006-06-23T15:00:00Z,18718,2529,15550,2021,48053,6391,18718
2006-06-23T16:00:00Z,18710,2510,15685,1990,47615,6401,18710
2006-06-23T17:00:00Z,18729,2523,15577,1970,47078,6405,18729
2006-06-23T18:00:00Z,18544,2509,15102,1937,46381,6404,18544
2006-06-23T19:00:00Z,18076,2484,14470,1889,45015,6315,18076
2006-06-23T20:00:00Z,17633,2422,13753,1849,43701,6127,17633
2006-06-23T21:00:00Z,17061,2392,13382,1825,42955,6045,17061
2006-06-23T22:00:00Z,16938,2341,13057,1802,42272,5969,16938
2006-06-23T23:00:00Z,16141,2260,12195,1741,39339,5579,16141
2006-06-24T00:00:00Z,14924,2039,11166,1646,36033,5188,14924
2006-06-24T01:00:00Z,13761,1853,10138,1542,33283,4700,13761
2006-06-24T02:00:00Z,13094,1712,9499,1486,31186,4480,13094
2006-06-24T03:00:00Z,12499,1645,9031,1426,29739,4328,12499
2006-06-24T04:00:00Z,12208,1588,8743,1372,28970,4244,12208
2006-06-24T05:00:00Z,11983,1573,8616,1402,28545,4234,11983
2006-06-24T06:00:00Z,12199,1581,8702,1378,28770,4272,12199
2006-06-24T07:00:00Z,12216,1596,9032,1418,29249,4322,12216
2006-06-24T08:00:00Z,12792,1676,9554,1477,31074,4589,12792
2006-06-24T09:00:00Z,13859,1834,10502,1547,33520,4900,13859
2006-06-24T10:00:00Z,14655,1950,11218,1638,35863,5218,14655
2006-06-24T11:00:00Z,15450,2019,12195,1752,37540,5514,15450
2006-06-24T12:00:00Z,15950,2166,12928,1833,38576,5745,15950
2006-06-24T13:00:00Z,16236,2214,13484,1879,39236,5854,16236
2006-06-24T14:00:00Z,16584,2271,13711,1892,39784,5937,16584
2006-06-24T15:00:00Z,16974,2303,13763,1927,39997,5974,16974
2006-06-24T16:00:00Z,17114,2335,13869,1955,39816,6027,17114
2006-06-24T17:00:00Z,17378,2353,14006,1982,39333,6050,17378
2006-06-24T18:00:00Z,17372,2361,13888,1984,38470,6003,17372
2006-06-24T19:00:00Z,17170,2342,13555,1981,37576,5918,17170
2006-06-24T20:00:00Z,16743,2287,13090,1935,36877,5785,16743
2006-06-24T21:00:00Z,16264,2196,12814,1847,36741,5676,16264
2006-06-24T22:00:00Z,16127,2163,12511,1845,36371,5688,16127
2006-06-24T23:00:00Z,15544,2088,11770,1760,34440,5456,15544
2006-06-25T00:00:00Z,14407,1901,10777,1623,32260,4959,14407
2006-06-25T01:00:00Z,13307,1725,9933,1518,30042,4583,13307
2006-06-25T02:00:00Z,12512,1599,9335,1415,28265,4332,12512
2006-06-25T03:00:00Z,11988,1518,8947,1361,27135,4170,11988
2006-06-25T04:00:00Z,11804,1461,8689,1349,26415,4060,11804
2006-06-25T05:00:00Z,11611,1442,8530,1333,26024,3988,11611
2006-06-25T06:00:00Z,11678,1437,8553,1318,26078,4046,11678
2006-06-25T07:00:00Z,11528,1410,8644,1320,26296,4096,11528
2006-06-25T08:00:00Z,11901,1469,9287,1340,27464,4273,11901
2006-06-25T09:00:00Z,12647,1616,10295,1443,29606,4551,12647
2006-06-25T10:00:00Z,13438,1745,11179,1529,31791,4933,13438
2006-06-25T11:00:00Z,14114,1872,11869,1622,33435,5071,14114
2006-06-25T12:00:00Z,14640,1976,12409,1669,34647,5208,14640
2006-06-25T13:00:00Z,15274,2044,12955,1701,35377,5360,15274
2006-06-25T14:00:00Z,15675,2115,13335,1717,35629,5387,15675
2006-06-25T15:00:00Z,15919,2158,13561,1711,35783,5335,15919
2006-06-25T16:00:00Z,16253,2203,13663,1704,35868,5277,16253
2006-06-25T17:00:00Z,16343,2272,13803,1723,36177,5352,16343
2006-06-25T18:00:00Z,16358,2293,13757,1718,36496,5394,16358
2006-06-25T19:00:00Z,16132,2300,13424,1704,36369,5237,16132
2006-06-25T20:00:00Z,15890,2277,13045,1689,36197,5229,15890
2006-06-25T21:00:00Z,15730,2232,12849,1701,36427,5361,15730
2006-06-25T22:00:00Z,15900,2236,12449,1730,36016,5410,15900
2006-06-25T23:00:00Z,15387,2190,11569,1666,34019,5132,15387
2006-06-26T00:00:00Z,14272,2005,10518,1574,31489,4798,14272
2006-06-26T01:00:00Z,13358,1842,9707,1467,29243,4472,13358
2006-06-26T02:00:00Z,12825,1807,9214,1405,27877,4287,12825
2006-06-26T03:00:00Z,12491,1675,8963,1379,27158,4184,12491
2006-06-26T04:00:00Z,12122,1642,8816,1374,26886,4177,12122
2006-06-26T05:00:00Z,12314,1654,8919,1377,27309,4175,12314
2006-06-26T06:00:00Z,13054,1740,9493,1445,29047,4420,13054
2006-06-26T07:00:00Z,14022,1906,10308,1536,31894,4785,14022
2006-06-26T08:00:00Z,15034,2073,11041,1636,35024,5181,15034
2006-06-26T09:00:00Z,15728,2205,11697,1748,37251,5432,15728
2006-06-26T10:00:00Z,16460,2350,12366,1835,38970,5660,16460
2006-06-26T11:00:00Z,17229,2483,12986,1904,40548,5927,17229
2006-06-26T12:00:00Z,17840,2591,13508,1968,41663,6119,17840
2006-06-26T13:00:00Z,18389,2690,13736,1994,42329,6280,18389
2006-06-26T14:00:00Z,18787,2763,13773,2031,43149,6480,18787
2006-06-26T15:00:00Z,18661,2791,13662,2032,43349,6523,18661
